customer_id,first_name,last_name,email,phone,city,state,zip,country,loyalty_no,created_at,updated_at,accepts_marketing
SH-30006,Noa,Gonzalez,noah.gonzalez60@outlook.com,,Austin,TX,78701,US,,2024-12-05,2026-06-28,false
SH-30007,Aiko,Tanaka,aiko.tanaka0@yahoo.com,,Denver,CO,80202,US,,2023-01-12,2026-07-26,true
SH-30008,Liam,Chen,liam.chen92@hotmail.com,,Chicago,IL,60601,US,,2023-03-17,2026-03-08,false
SH-30009,Liam,Martin,liam.martin2@gmail.com,(364) 555-7924,Denver,CO,80202,US,,2023-04-25,2026-03-04,true
SH-30010,Nina,Brown,nina.brown30@yahoo.com,,Austin,TX,78701,US,,2025-03-24,2026-04-02,false
SH-30011,Che,Lee,chen.lee64@hotmail.com,,New York,NY,10001,US,,2024-09-10,2026-01-13,false
SH-30012,Noah,Gonzalez,noah.gonzalez87@outlook.com,(964) 555-4570,Chicago,IL,60601,US,,2023-07-12,2026-06-03,true
SH-30013,Arjun,Tanaka,arjun.tanaka27@outlook.com,(916) 555-7421,Seattle,WA,98101,US,,2025-02-10,2026-05-13,false
SH-30014,Luc,Lee,lucas.lee46@gmail.com,(562) 555-8126,Miami,FL,33101,US,,2023-02-22,2026-06-13,false
SH-30015,Maria,OBrien,maria.obrien12@outlook.com,,Seattle,WA,98101,US,,2025-02-03,2026-06-16,true
SH-30016,Olivia,Patel,olivia.patel79@example.com,(338) 555-9261,Miami,FL,33101,US,,2023-02-11,2026-02-24,false
SH-30017,Oli,Gonzalez,olivia.gonzalez55@outlook.com,,Miami,FL,33101,US,,2024-06-09,2026-05-23,false
SH-30018,Eth,Tanaka,ethan.tanaka24@hotmail.com,,New York,NY,10001,US,,2024-12-03,2026-05-21,true
SH-30019,Noah,Martin,noah.martin24@gmail.com,,Seattle,WA,98101,US,,2025-02-03,2026-05-07,false
SH-30020,Arjun,Patel,arjun.patel85@gmail.com,(875) 555-7484,Denver,CO,80202,US,,2025-11-25,2026-06-02,false
SH-30021,Aik,Chen,aiko.chen92@outlook.com,(319) 555-2592,New York,NY,10001,US,,2025-03-13,2026-04-12,false
SH-30022,Noah,Chen,noah.chen65@outlook.com,(920) 555-8438,Boston,MA,02108,US,,2023-05-26,2026-07-21,true
SH-30023,James,Patel,james.patel8@outlook.com,,Denver,CO,80202,US,,2023-11-16,2026-02-28,true
SH-30024,Lia,Chen,liam.chen76@hotmail.com,(684) 555-2647,San Jose,CA,95112,US,,2023-01-18,2026-02-14,false
